,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
720852,2017-04-02,490106.0,16.0,1.0,0.0,0.0,SL,Slider,X,84.5,8.0,double,hit_into_play,line_drive,305.0,90.3,22.0,R,R,0.153,0.147,1.25,1.0,1.0,490106.016.0,0,0,0,0,,,
720851,2017-04-02,490106.0,17.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,94.0,14.0,,ball,,,,,R,R,,,,,,490106.017.0,0,0,0,0,,,
720850,2017-04-02,490106.0,17.0,2.0,1.0,0.0,SL,Slider,S,84.3,8.0,,foul,,,,,R,R,,,,,,490106.017.0,0,0,0,0,FF,4-Seam Fastball,B
720849,2017-04-02,490106.0,17.0,3.0,1.0,1.0,SL,Slider,X,87.2,14.0,field_out,hit_into_play,ground_ball,6.0,68.5,-14.0,R,R,0.073,0.067,0.0,1.0,0.0,490106.017.0,0,0,0,0,SL,Slider,S
720848,2017-04-02,490106.0,18.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,94.6,7.0,,called_strike,,,,,L,R,,,,,,490106.018.0,0,0,0,0,,,
720847,2017-04-02,490106.0,18.0,2.0,0.0,1.0,CH,Changeup,B,86.3,13.0,,ball,,,,,L,R,,,,,,490106.018.0,0,0,0,0,FF,4-Seam Fastball,S
720846,2017-04-02,490106.0,18.0,3.0,1.0,1.0,CH,Changeup,X,85.5,7.0,field_out,hit_into_play,ground_ball,3.0,64.7,-30.0,L,R,0.06,0.054,0.0,1.0,0.0,490106.018.0,0,0,0,0,CH,Changeup,B
720845,2017-04-02,490106.0,19.0,1.0,0.0,0.0,SI,Sinker,B,89.4,14.0,,ball,,,,,R,R,,,,,,490106.019.0,0,0,0,0,,,
720844,2017-04-02,490106.0,19.0,2.0,1.0,0.0,SI,Sinker,B,89.3,14.0,,ball,,,,,R,R,,,,,,490106.019.0,0,0,0,0,SI,Sinker,B
720843,2017-04-02,490106.0,19.0,3.0,2.0,0.0,SI,Sinker,B,90.9,14.0,,ball,,,,,R,R,,,,,,490106.019.0,0,0,0,0,SI,Sinker,B
720842,2017-04-02,490106.0,19.0,4.0,3.0,0.0,SI,Sinker,S,90.2,5.0,,called_strike,,,,,R,R,,,,,,490106.019.0,0,0,0,0,SI,Sinker,B
720841,2017-04-02,490106.0,19.0,5.0,3.0,1.0,SI,Sinker,X,89.9,6.0,field_out,hit_into_play,ground_ball,7.0,82.7,-19.0,R,R,0.08,0.075,0.0,1.0,0.0,490106.019.0,0,0,0,0,SI,Sinker,S
720840,2017-04-02,490106.0,20.0,1.0,0.0,0.0,SI,Sinker,B,89.3,14.0,,ball,,,,,L,R,,,,,,490106.020.0,0,0,0,0,,,
720839,2017-04-02,490106.0,20.0,2.0,1.0,0.0,SI,Sinker,S,90.3,4.0,,swinging_strike,,,,,L,R,,,,,,490106.020.0,0,0,0,0,SI,Sinker,B
720838,2017-04-02,490106.0,20.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,91.1,4.0,,swinging_strike,,,,,L,R,,,,,,490106.020.0,0,0,0,0,SI,Sinker,S
720837,2017-04-02,490106.0,20.0,4.0,1.0,2.0,SI,Sinker,S,92.0,4.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490106.020.0,0,0,0,0,FF,4-Seam Fastball,S
720836,2017-04-02,490106.0,21.0,1.0,0.0,0.0,CU,Curveball,B,76.0,14.0,,ball,,,,,L,R,,,,,,490106.021.0,0,0,0,0,,,
720835,2017-04-02,490106.0,21.0,2.0,1.0,0.0,SL,Slider,S,83.4,14.0,,swinging_strike,,,,,L,R,,,,,,490106.021.0,0,0,0,0,CU,Curveball,B
720834,2017-04-02,490106.0,21.0,3.0,1.0,1.0,SI,Sinker,B,89.7,14.0,,ball,,,,,L,R,,,,,,490106.021.0,0,0,0,0,SL,Slider,S
720833,2017-04-02,490106.0,21.0,4.0,2.0,1.0,FS,Split-Finger,S,86.9,14.0,,swinging_strike,,,,,L,R,,,,,,490106.021.0,0,0,0,0,SI,Sinker,B
720832,2017-04-02,490106.0,21.0,5.0,2.0,2.0,SI,Sinker,B,92.1,14.0,,ball,,,,,L,R,,,,,,490106.021.0,0,0,0,0,FS,Split-Finger,S
720831,2017-04-02,490106.0,21.0,6.0,3.0,2.0,FS,Split-Finger,S,88.4,7.0,,foul,,,,,L,R,,,,,,490106.021.0,0,0,0,0,SI,Sinker,B
720830,2017-04-02,490106.0,21.0,7.0,3.0,2.0,FS,Split-Finger,S,87.8,8.0,,foul,,,,,L,R,,,,,,490106.021.0,0,0,0,0,FS,Split-Finger,S
720829,2017-04-02,490106.0,21.0,8.0,3.0,2.0,SL,Slider,B,78.9,12.0,walk,ball,,,,,L,R,,,0.7,1.0,0.0,490106.021.0,0,0,0,0,FS,Split-Finger,S
720828,2017-04-02,490106.0,22.0,1.0,0.0,0.0,SI,Sinker,B,90.2,11.0,,ball,,,,,R,R,,,,,,490106.022.0,0,0,0,0,,,
720827,2017-04-02,490106.0,22.0,2.0,1.0,0.0,FS,Split-Finger,X,85.6,7.0,home_run,hit_into_play,line_drive,349.0,103.6,22.0,R,R,0.853,1.42,2.0,1.0,0.0,490106.022.0,0,0,0,0,SI,Sinker,B
720826,2017-04-02,490106.0,23.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.1,13.0,,called_strike,,,,,L,R,,,,,,490106.023.0,0,0,0,0,,,
720825,2017-04-02,490106.0,23.0,2.0,0.0,1.0,SI,Sinker,B,88.9,14.0,,ball,,,,,L,R,,,,,,490106.023.0,0,0,0,0,FF,4-Seam Fastball,S
720824,2017-04-02,490106.0,23.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,90.6,13.0,,ball,,,,,L,R,,,,,,490106.023.0,0,0,0,0,SI,Sinker,B
720823,2017-04-02,490106.0,23.0,4.0,2.0,1.0,FS,Split-Finger,X,87.7,8.0,field_out,hit_into_play,fly_ball,294.0,96.4,47.0,L,R,0.013,0.022,0.0,1.0,0.0,490106.023.0,0,0,0,0,FF,4-Seam Fastball,B
720822,2017-04-02,490106.0,24.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,92.3,14.0,,ball,,,,,R,R,,,,,,490106.024.0,0,0,0,0,,,
720821,2017-04-02,490106.0,24.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,92.2,5.0,,called_strike,,,,,R,R,,,,,,490106.024.0,0,0,0,0,FF,4-Seam Fastball,B
720820,2017-04-02,490106.0,24.0,3.0,1.0,1.0,SL,Slider,B,85.9,12.0,,ball,,,,,R,R,,,,,,490106.024.0,0,0,0,0,FF,4-Seam Fastball,S
720819,2017-04-02,490106.0,24.0,4.0,2.0,1.0,SL,Slider,X,86.4,8.0,field_out,hit_into_play,ground_ball,4.0,93.7,-25.0,R,R,0.127,0.114,0.0,1.0,0.0,490106.024.0,0,0,0,0,SL,Slider,B
720818,2017-04-02,490106.0,25.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,92.7,8.0,field_out,hit_into_play,fly_ball,235.0,90.8,56.0,L,R,0.0,0.0,0.0,1.0,0.0,490106.025.0,0,0,0,0,,,
720817,2017-04-02,490106.0,26.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.4,14.0,,ball,,,,,R,R,,,,,,490106.026.0,0,0,0,0,,,
720816,2017-04-02,490106.0,26.0,2.0,1.0,0.0,SL,Slider,S,84.2,9.0,,swinging_strike,,,,,R,R,,,,,,490106.026.0,0,0,0,0,FF,4-Seam Fastball,B
720815,2017-04-02,490106.0,26.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,92.9,14.0,,called_strike,,,,,R,R,,,,,,490106.026.0,0,0,0,0,SL,Slider,S
720814,2017-04-02,490106.0,26.0,4.0,1.0,2.0,SL,Slider,S,88.0,6.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490106.026.0,0,0,0,0,FF,4-Seam Fastball,S
720813,2017-04-02,490106.0,27.0,1.0,0.0,0.0,SI,Sinker,S,91.1,14.0,,called_strike,,,,,R,R,,,,,,490106.027.0,0,0,0,0,,,
720812,2017-04-02,490106.0,27.0,2.0,0.0,1.0,SL,Slider,S,80.9,14.0,,foul,,176.0,66.7,44.0,R,R,,,,,,490106.027.0,0,0,0,0,SI,Sinker,S
720811,2017-04-02,490106.0,27.0,3.0,0.0,2.0,FS,Split-Finger,B,86.4,8.0,,ball,,,,,R,R,,,,,,490106.027.0,0,0,0,0,SL,Slider,S
720810,2017-04-02,490106.0,27.0,4.0,1.0,2.0,SL,Slider,S,81.2,14.0,,foul,,218.0,73.2,45.0,R,R,,,,,,490106.027.0,0,0,0,0,FS,Split-Finger,B
720809,2017-04-02,490106.0,27.0,5.0,1.0,2.0,FF,4-Seam Fastball,S,92.3,14.0,strikeout,called_strike,,,,,R,R,,,0.0,1.0,0.0,490106.027.0,0,0,0,0,SL,Slider,S
720808,2017-04-02,490106.0,28.0,1.0,0.0,0.0,CU,Curveball,B,76.2,14.0,,ball,,,,,L,R,,,,,,490106.028.0,0,0,0,0,,,
720807,2017-04-02,490106.0,28.0,2.0,1.0,0.0,FS,Split-Finger,S,86.7,7.0,,foul,,,,,L,R,,,,,,490106.028.0,0,0,0,0,CU,Curveball,B
720806,2017-04-02,490106.0,28.0,3.0,1.0,1.0,SI,Sinker,B,92.2,13.0,,ball,,,,,L,R,,,,,,490106.028.0,0,0,0,0,FS,Split-Finger,S
720805,2017-04-02,490106.0,28.0,4.0,2.0,1.0,SL,Slider,B,82.8,14.0,,ball,,,,,L,R,,,,,,490106.028.0,0,0,0,0,SI,Sinker,B
720804,2017-04-02,490106.0,28.0,5.0,3.0,1.0,SI,Sinker,X,90.9,5.0,home_run,hit_into_play,fly_ball,407.0,107.2,30.0,L,R,0.933,1.822,2.0,1.0,0.0,490106.028.0,0,0,0,0,SL,Slider,B
720803,2017-04-02,490106.0,29.0,1.0,0.0,0.0,SI,Sinker,B,89.9,14.0,,ball,,,,,R,R,,,,,,490106.029.0,0,0,0,0,,,
720802,2017-04-02,490106.0,29.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,89.0,12.0,,foul,,14.0,67.2,-11.0,R,R,,,,,,490106.029.0,0,0,0,0,SI,Sinker,B
720801,2017-04-02,490106.0,29.0,3.0,1.0,1.0,SL,Slider,S,81.6,6.0,,called_strike,,,,,R,R,,,,,,490106.029.0,0,0,0,0,FF,4-Seam Fastball,S
720800,2017-04-02,490106.0,29.0,4.0,1.0,2.0,SI,Sinker,X,88.0,8.0,double,hit_into_play,ground_ball,,90.2,-13.0,R,R,0.127,0.114,1.25,1.0,1.0,490106.029.0,0,0,0,0,SL,Slider,S
720799,2017-04-02,490106.0,30.0,1.0,0.0,0.0,SI,Sinker,X,89.9,5.0,single,hit_into_play,ground_ball,,,,L,R,,,0.9,,1.0,490106.030.0,0,0,0,0,,,
720798,2017-04-02,490106.0,31.0,1.0,0.0,0.0,SI,Sinker,B,90.0,14.0,,ball,,,,,R,R,,,,,,490106.031.0,0,0,0,0,,,
720797,2017-04-02,490106.0,31.0,2.0,1.0,0.0,SI,Sinker,B,89.8,9.0,,ball,,,,,R,R,,,,,,490106.031.0,0,0,0,0,SI,Sinker,B
720796,2017-04-02,490106.0,31.0,3.0,2.0,0.0,SL,Slider,S,80.9,14.0,,swinging_strike,,,,,R,R,,,,,,490106.031.0,0,0,0,0,SI,Sinker,B
720795,2017-04-02,490106.0,31.0,4.0,2.0,1.0,SL,Slider,S,82.3,9.0,,foul,,,,,R,R,,,,,,490106.031.0,0,0,0,0,SL,Slider,S
720794,2017-04-02,490106.0,31.0,5.0,2.0,2.0,SI,Sinker,S,90.7,5.0,,foul,,208.0,70.7,39.0,R,R,,,,,,490106.031.0,0,0,0,0,SL,Slider,S
720793,2017-04-02,490106.0,31.0,6.0,2.0,2.0,SL,Slider,X,81.2,14.0,field_out,hit_into_play,fly_ball,366.0,94.7,29.0,R,R,0.287,0.471,0.0,1.0,0.0,490106.031.0,0,0,0,0,SI,Sinker,S
720792,2017-04-02,490106.0,32.0,1.0,0.0,0.0,FC,Cutter,S,83.9,5.0,,foul,,194.0,72.2,53.0,L,L,,,,,,490106.032.0,0,0,0,0,,,
720791,2017-04-02,490106.0,32.0,2.0,0.0,1.0,SL,Slider,B,79.1,11.0,,ball,,,,,L,L,,,,,,490106.032.0,0,0,0,0,FC,Cutter,S
720790,2017-04-02,490106.0,32.0,3.0,1.0,1.0,SL,Slider,X,77.7,7.0,field_out,hit_into_play,line_drive,167.0,101.4,9.0,L,L,0.747,0.672,0.0,1.0,0.0,490106.032.0,0,0,0,0,SL,Slider,B
720789,2017-04-02,490106.0,33.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,90.1,13.0,,called_strike,,,,,L,R,,,,,,490106.033.0,0,0,0,0,,,
720788,2017-04-02,490106.0,33.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,92.1,12.0,,ball,,,,,L,R,,,,,,490106.033.0,0,0,0,0,FF,4-Seam Fastball,S
720787,2017-04-02,490106.0,33.0,3.0,1.0,1.0,CH,Changeup,S,84.5,8.0,,swinging_strike,,,,,L,R,,,,,,490106.033.0,0,0,0,0,FF,4-Seam Fastball,B
720786,2017-04-02,490106.0,33.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,92.0,13.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490106.033.0,0,0,0,0,CH,Changeup,S
720785,2017-04-02,490106.0,34.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,93.2,7.0,single,hit_into_play,line_drive,301.0,100.2,15.0,R,R,0.66,0.696,0.9,1.0,1.0,490106.034.0,0,0,0,0,,,
720784,2017-04-02,490106.0,35.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,91.5,12.0,,ball,,,,,L,R,,,,,,490106.035.0,0,0,0,0,,,
720783,2017-04-02,490106.0,35.0,2.0,1.0,0.0,SL,Slider,S,84.4,5.0,,called_strike,,,,,L,R,,,,,,490106.035.0,0,0,0,0,FF,4-Seam Fastball,B
720782,2017-04-02,490106.0,35.0,3.0,1.0,1.0,SL,Slider,S,84.6,8.0,,swinging_strike,,,,,L,R,,,,,,490106.035.0,0,0,0,0,SL,Slider,S
720781,2017-04-02,490106.0,35.0,4.0,1.0,2.0,CH,Changeup,B,84.6,11.0,,ball,,,,,L,R,,,,,,490106.035.0,0,0,0,0,SL,Slider,S
720780,2017-04-02,490106.0,35.0,5.0,2.0,2.0,FF,4-Seam Fastball,B,93.3,11.0,,ball,,,,,L,R,,,,,,490106.035.0,0,0,0,0,CH,Changeup,B
720779,2017-04-02,490106.0,35.0,6.0,3.0,2.0,SL,Slider,S,85.9,4.0,strikeout,foul_tip,,,,,L,R,,,0.0,1.0,0.0,490106.035.0,0,0,0,0,FF,4-Seam Fastball,B
720778,2017-04-02,490106.0,36.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.8,14.0,,blocked_ball,,,,,R,R,,,,,,490106.036.0,0,0,0,0,,,
720777,2017-04-02,490106.0,36.0,2.0,1.0,0.0,SL,Slider,B,87.2,14.0,,ball,,,,,R,R,,,,,,490106.036.0,0,0,0,0,FF,4-Seam Fastball,B
720776,2017-04-02,490106.0,36.0,3.0,2.0,0.0,SL,Slider,X,85.3,4.0,field_out,hit_into_play,popup,186.0,85.1,62.0,R,R,0.0,0.0,0.0,1.0,0.0,490106.036.0,0,0,0,0,SL,Slider,B
720775,2017-04-02,490106.0,37.0,1.0,0.0,0.0,FC,Cutter,B,81.7,12.0,,ball,,,,,L,L,,,,,,490106.037.0,0,0,0,0,,,
720774,2017-04-02,490106.0,37.0,2.0,1.0,0.0,FC,Cutter,B,83.6,13.0,,ball,,,,,L,L,,,,,,490106.037.0,0,0,0,0,FC,Cutter,B
720773,2017-04-02,490106.0,37.0,3.0,2.0,0.0,SI,Sinker,X,82.7,8.0,single,hit_into_play,ground_ball,202.0,107.9,9.0,L,L,0.873,0.879,0.9,1.0,1.0,490106.037.0,0,0,0,0,FC,Cutter,B
720772,2017-04-02,490106.0,38.0,1.0,0.0,0.0,FC,Cutter,S,82.3,6.0,,called_strike,,,,,R,L,,,,,,490106.038.0,0,0,0,0,,,
720771,2017-04-02,490106.0,38.0,2.0,0.0,1.0,CH,Changeup,S,79.4,8.0,,foul,,,,,R,L,,,,,,490106.038.0,0,0,0,0,FC,Cutter,S
720770,2017-04-02,490106.0,38.0,3.0,0.0,2.0,CU,Curveball,S,72.8,6.0,strikeout,called_strike,,,,,R,L,,,0.0,1.0,0.0,490106.038.0,0,0,0,0,CH,Changeup,S
720769,2017-04-02,490106.0,39.0,1.0,0.0,0.0,FC,Cutter,S,82.9,5.0,,foul,,,,,L,L,,,,,,490106.039.0,0,0,0,0,,,
720768,2017-04-02,490106.0,39.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,84.3,12.0,,called_strike,,,,,L,L,,,,,,490106.039.0,0,0,0,0,FC,Cutter,S
720767,2017-04-02,490106.0,39.0,3.0,0.0,2.0,CH,Changeup,S,78.7,14.0,,foul,,,,,L,L,,,,,,490106.039.0,0,0,0,0,FF,4-Seam Fastball,S
720766,2017-04-02,490106.0,39.0,4.0,0.0,2.0,SL,Slider,S,78.2,13.0,strikeout,swinging_strike,,,,,L,L,,,0.0,1.0,0.0,490106.039.0,0,0,0,0,CH,Changeup,S
720765,2017-04-02,490106.0,40.0,1.0,0.0,0.0,SL,Slider,B,83.3,14.0,,ball,,,,,R,R,,,,,,490106.040.0,0,0,0,0,,,
720764,2017-04-02,490106.0,40.0,2.0,1.0,0.0,SL,Slider,X,82.7,14.0,field_out,hit_into_play,fly_ball,266.0,76.0,27.0,R,R,0.333,0.3,0.0,1.0,0.0,490106.040.0,0,0,0,0,SL,Slider,B
720763,2017-04-02,490106.0,41.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,91.0,11.0,,ball,,,,,R,R,,,,,,490106.041.0,0,0,0,0,,,
720762,2017-04-02,490106.0,41.0,2.0,1.0,0.0,FF,4-Seam Fastball,B,91.3,11.0,,ball,,,,,R,R,,,,,,490106.041.0,0,0,0,0,FF,4-Seam Fastball,B
720761,2017-04-02,490106.0,41.0,3.0,2.0,0.0,SL,Slider,B,80.8,14.0,,ball,,,,,R,R,,,,,,490106.041.0,0,0,0,0,FF,4-Seam Fastball,B
720760,2017-04-02,490106.0,41.0,4.0,3.0,0.0,FF,4-Seam Fastball,S,91.0,7.0,,called_strike,,,,,R,R,,,,,,490106.041.0,0,0,0,0,SL,Slider,B
720759,2017-04-02,490106.0,41.0,5.0,3.0,1.0,SL,Slider,S,83.7,14.0,,foul,,,,,R,R,,,,,,490106.041.0,0,0,0,0,FF,4-Seam Fastball,S
720758,2017-04-02,490106.0,41.0,6.0,3.0,2.0,SL,Slider,S,82.9,14.0,strikeout,called_strike,,,,,R,R,,,0.0,1.0,0.0,490106.041.0,0,0,0,0,SL,Slider,S
720757,2017-04-02,490106.0,42.0,1.0,0.0,0.0,CH,Changeup,S,85.4,7.0,,called_strike,,,,,L,R,,,,,,490106.042.0,0,0,0,0,,,
720756,2017-04-02,490106.0,42.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,92.7,11.0,,ball,,,,,L,R,,,,,,490106.042.0,0,0,0,0,CH,Changeup,S
720755,2017-04-02,490106.0,42.0,3.0,1.0,1.0,CH,Changeup,B,86.7,13.0,,ball,,,,,L,R,,,,,,490106.042.0,0,0,0,0,FF,4-Seam Fastball,B
720754,2017-04-02,490106.0,42.0,4.0,2.0,1.0,CH,Changeup,X,84.4,7.0,field_out,hit_into_play,ground_ball,21.0,73.1,-2.0,L,R,0.107,0.096,0.0,1.0,0.0,490106.042.0,0,0,0,0,CH,Changeup,B
720753,2017-04-02,490106.0,43.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.8,12.0,,ball,,,,,R,R,,,,,,490106.043.0,0,0,0,0,,,
720752,2017-04-02,490106.0,43.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,93.1,6.0,,swinging_strike,,,,,R,R,,,,,,490106.043.0,0,0,0,0,FF,4-Seam Fastball,B
720751,2017-04-02,490106.0,43.0,3.0,1.0,1.0,SL,Slider,X,86.2,8.0,field_out,hit_into_play,fly_ball,229.0,86.8,54.0,R,R,0.0,0.0,0.0,1.0,0.0,490106.043.0,0,0,0,0,FF,4-Seam Fastball,S
720750,2017-04-02,490106.0,44.0,1.0,0.0,0.0,CU,Curveball,B,75.7,11.0,,ball,,,,,L,R,,,,,,490106.044.0,0,0,0,0,,,
720749,2017-04-02,490106.0,44.0,2.0,1.0,0.0,CH,Changeup,X,84.3,4.0,field_out,hit_into_play,ground_ball,75.0,89.9,4.0,L,R,0.473,0.447,0.0,1.0,0.0,490106.044.0,0,0,0,0,CU,Curveball,B
720748,2017-04-02,490106.0,45.0,1.0,0.0,0.0,SL,Slider,S,83.4,14.0,,swinging_strike,,,,,R,R,,,,,,490106.045.0,0,0,0,0,,,
720747,2017-04-02,490106.0,45.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,90.2,11.0,,ball,,,,,R,R,,,,,,490106.045.0,0,0,0,0,SL,Slider,S
720746,2017-04-02,490106.0,45.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,90.7,2.0,,foul,,,,,R,R,,,,,,490106.045.0,0,0,0,0,FF,4-Seam Fastball,B
720745,2017-04-02,490106.0,45.0,4.0,1.0,2.0,SL,Slider,S,83.5,9.0,strikeout,called_strike,,,,,R,R,,,0.0,1.0,0.0,490106.045.0,0,0,0,0,FF,4-Seam Fastball,S
720744,2017-04-02,490106.0,46.0,1.0,0.0,0.0,CU,Curveball,X,77.7,14.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,R,0.1,0.108,0.0,1.0,0.0,490106.046.0,0,0,0,0,,,
720743,2017-04-02,490106.0,47.0,1.0,0.0,0.0,SL,Slider,S,85.0,7.0,,foul,,165.0,66.7,33.0,L,R,,,,,,490106.047.0,0,0,0,0,,,
720742,2017-04-02,490106.0,47.0,2.0,0.0,1.0,CH,Changeup,B,84.6,2.0,,ball,,,,,L,R,,,,,,490106.047.0,0,0,0,0,SL,Slider,S
720741,2017-04-02,490106.0,47.0,3.0,1.0,1.0,CH,Changeup,S,84.6,13.0,,swinging_strike,,,,,L,R,,,,,,490106.047.0,0,0,0,0,CH,Changeup,B
720740,2017-04-02,490106.0,47.0,4.0,1.0,2.0,FF,4-Seam Fastball,X,92.8,4.0,field_out,hit_into_play,fly_ball,361.0,92.8,32.0,L,R,0.153,0.319,0.0,1.0,0.0,490106.047.0,0,0,0,0,CH,Changeup,S
720739,2017-04-02,490106.0,48.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.6,12.0,,ball,,,,,R,R,,,,,,490106.048.0,0,0,0,0,,,
720738,2017-04-02,490106.0,48.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,93.7,7.0,,called_strike,,,,,R,R,,,,,,490106.048.0,0,0,0,0,FF,4-Seam Fastball,B
720737,2017-04-02,490106.0,48.0,3.0,1.0,1.0,SL,Slider,X,87.2,9.0,field_out,hit_into_play,ground_ball,17.0,81.5,-6.0,R,R,0.14,0.126,0.0,1.0,0.0,490106.048.0,0,0,0,0,FF,4-Seam Fastball,S
720736,2017-04-02,490106.0,49.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.3,14.0,,ball,,,,,L,R,,,,,,490106.049.0,0,0,0,0,,,
720735,2017-04-02,490106.0,49.0,2.0,1.0,0.0,FF,4-Seam Fastball,B,92.0,11.0,,ball,,,,,L,R,,,,,,490106.049.0,0,0,0,0,FF,4-Seam Fastball,B
720734,2017-04-02,490106.0,49.0,3.0,2.0,0.0,SL,Slider,S,83.7,5.0,,swinging_strike,,,,,L,R,,,,,,490106.049.0,0,0,0,0,FF,4-Seam Fastball,B
720733,2017-04-02,490106.0,49.0,4.0,2.0,1.0,SL,Slider,X,84.7,7.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,R,0.1,0.108,0.0,1.0,0.0,490106.049.0,0,0,0,0,SL,Slider,S
720732,2017-04-02,490106.0,50.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,90.8,5.0,field_out,hit_into_play,fly_ball,236.0,82.9,50.0,R,R,0.007,0.006,0.0,1.0,0.0,490106.050.0,0,0,0,0,,,
720731,2017-04-02,490106.0,51.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.0,4.0,,called_strike,,,,,L,R,,,,,,490106.051.0,0,0,0,0,,,
720730,2017-04-02,490106.0,51.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,91.2,14.0,,foul,,134.0,89.4,10.0,L,R,,,,,,490106.051.0,0,0,0,0,FF,4-Seam Fastball,S
720729,2017-04-02,490106.0,51.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,92.2,11.0,,foul,,353.0,92.1,32.0,L,R,,,,,,490106.051.0,0,0,0,0,FF,4-Seam Fastball,S
720728,2017-04-02,490106.0,51.0,4.0,0.0,2.0,FF,4-Seam Fastball,B,91.5,11.0,,ball,,,,,L,R,,,,,,490106.051.0,0,0,0,0,FF,4-Seam Fastball,S
720727,2017-04-02,490106.0,51.0,5.0,1.0,2.0,SL,Slider,B,82.6,13.0,,ball,,,,,L,R,,,,,,490106.051.0,0,0,0,0,FF,4-Seam Fastball,B
720726,2017-04-02,490106.0,51.0,6.0,2.0,2.0,FF,4-Seam Fastball,B,90.8,11.0,,ball,,,,,L,R,,,,,,490106.051.0,0,0,0,0,SL,Slider,B
720725,2017-04-02,490106.0,51.0,7.0,3.0,2.0,FF,4-Seam Fastball,S,92.1,2.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490106.051.0,0,0,0,0,FF,4-Seam Fastball,B
720724,2017-04-02,490106.0,52.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,91.0,12.0,field_out,hit_into_play,ground_ball,115.0,49.7,22.0,L,R,0.073,0.066,0.0,1.0,0.0,490106.052.0,0,0,0,0,,,
720723,2017-04-02,490106.0,53.0,1.0,0.0,0.0,SL,Slider,X,84.3,14.0,single,hit_into_play,ground_ball,106.0,94.0,5.0,R,R,0.56,0.504,0.9,1.0,1.0,490106.053.0,0,0,0,0,,,
720722,2017-04-02,490106.0,54.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,92.9,11.0,,ball,,,,,L,R,,,,,,490106.054.0,0,0,0,0,,,
720721,2017-04-02,490106.0,54.0,2.0,1.0,0.0,FF,4-Seam Fastball,B,91.2,11.0,,ball,,,,,L,R,,,,,,490106.054.0,0,0,0,0,FF,4-Seam Fastball,B
720720,2017-04-02,490106.0,54.0,3.0,2.0,0.0,FF,4-Seam Fastball,S,91.3,8.0,,called_strike,,,,,L,R,,,,,,490106.054.0,0,0,0,0,FF,4-Seam Fastball,B
720719,2017-04-02,490106.0,54.0,4.0,2.0,1.0,SL,Slider,X,85.1,5.0,single,hit_into_play,ground_ball,,,,L,R,,,0.9,,1.0,490106.054.0,0,0,0,0,FF,4-Seam Fastball,S
720718,2017-04-02,490106.0,55.0,1.0,0.0,0.0,SL,Slider,S,87.0,4.0,,foul,,145.0,72.0,20.0,R,R,,,,,,490106.055.0,0,0,0,0,,,
720717,2017-04-02,490106.0,55.0,2.0,0.0,1.0,SL,Slider,S,87.0,9.0,,called_strike,,,,,R,R,,,,,,490106.055.0,0,0,0,0,SL,Slider,S
