,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
720441,2017-04-02,490110.0,48.0,1.0,0.0,0.0,SL,Slider,S,81.5,6.0,,called_strike,,,,,L,L,,,,,,490110.048.0,0,0,0,0,,,
720440,2017-04-02,490110.0,48.0,2.0,0.0,1.0,SL,Slider,S,81.8,7.0,,foul,,,,,L,L,,,,,,490110.048.0,0,0,0,0,SL,Slider,S
720439,2017-04-02,490110.0,48.0,3.0,0.0,2.0,FF,4-Seam Fastball,X,93.9,4.0,field_out,hit_into_play,ground_ball,8.0,102.5,-15.0,L,L,0.207,0.186,0.0,1.0,0.0,490110.048.0,0,0,0,0,SL,Slider,S
720438,2017-04-02,490110.0,49.0,1.0,0.0,0.0,SI,Sinker,B,94.1,14.0,,ball,,,,,R,L,,,,,,490110.049.0,0,0,0,0,,,
720437,2017-04-02,490110.0,49.0,2.0,1.0,0.0,SI,Sinker,B,94.0,14.0,,ball,,,,,R,L,,,,,,490110.049.0,0,0,0,0,SI,Sinker,B
720436,2017-04-02,490110.0,49.0,3.0,2.0,0.0,FF,4-Seam Fastball,X,92.3,5.0,home_run,hit_into_play,fly_ball,422.0,112.1,33.0,R,L,0.987,1.977,2.0,1.0,0.0,490110.049.0,0,0,0,0,SI,Sinker,B
720435,2017-04-02,490110.0,50.0,1.0,0.0,0.0,SL,Slider,B,82.9,13.0,,ball,,,,,L,L,,,,,,490110.050.0,0,0,0,0,,,
720434,2017-04-02,490110.0,50.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,93.1,13.0,,swinging_strike,,,,,L,L,,,,,,490110.050.0,0,0,0,0,SL,Slider,B
720433,2017-04-02,490110.0,50.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,94.3,3.0,,ball,,,,,L,L,,,,,,490110.050.0,0,0,0,0,FF,4-Seam Fastball,S
720432,2017-04-02,490110.0,50.0,4.0,2.0,1.0,SL,Slider,S,80.8,7.0,,foul,,3.0,57.9,-28.0,L,L,,,,,,490110.050.0,0,0,0,0,FF,4-Seam Fastball,B
720431,2017-04-02,490110.0,50.0,5.0,2.0,2.0,SL,Slider,S,79.9,14.0,,foul,,4.0,72.1,-20.0,L,L,,,,,,490110.050.0,0,0,0,0,SL,Slider,S
720430,2017-04-02,490110.0,50.0,6.0,2.0,2.0,FF,4-Seam Fastball,X,93.6,6.0,single,hit_into_play,ground_ball,9.0,68.5,-15.0,L,L,0.08,0.081,0.9,1.0,1.0,490110.050.0,0,0,0,0,SL,Slider,S
720429,2017-04-02,490110.0,51.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,91.7,14.0,,ball,,,,,L,L,,,,,,490110.051.0,0,0,0,0,,,
720428,2017-04-02,490110.0,51.0,2.0,1.0,0.0,SL,Slider,S,80.8,13.0,,swinging_strike,,,,,L,L,,,,,,490110.051.0,0,0,0,0,FF,4-Seam Fastball,B
720427,2017-04-02,490110.0,51.0,3.0,1.0,1.0,SL,Slider,B,79.8,3.0,,ball,,,,,L,L,,,,,,490110.051.0,0,0,0,0,SL,Slider,S
720426,2017-04-02,490110.0,51.0,4.0,2.0,1.0,FF,4-Seam Fastball,X,91.6,9.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,L,0.1,0.108,0.0,1.0,0.0,490110.051.0,0,0,0,0,SL,Slider,B
720425,2017-04-02,490110.0,52.0,1.0,0.0,0.0,FC,Cutter,S,87.4,5.0,,called_strike,,,,,R,L,,,,,,490110.052.0,0,0,0,0,,,
720424,2017-04-02,490110.0,52.0,2.0,0.0,1.0,FC,Cutter,S,86.3,14.0,,called_strike,,,,,R,L,,,,,,490110.052.0,0,0,0,0,FC,Cutter,S
720423,2017-04-02,490110.0,52.0,3.0,0.0,2.0,CU,Curveball,S,75.3,9.0,strikeout,called_strike,,,,,R,L,,,0.0,1.0,0.0,490110.052.0,0,0,0,0,FC,Cutter,S
720422,2017-04-02,490110.0,53.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.6,5.0,,called_strike,,,,,R,L,,,,,,490110.053.0,0,0,0,0,,,
720421,2017-04-02,490110.0,53.0,2.0,0.0,1.0,CU,Curveball,B,77.9,13.0,,ball,,,,,R,L,,,,,,490110.053.0,0,0,0,0,FF,4-Seam Fastball,S
720420,2017-04-02,490110.0,53.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,92.7,12.0,,ball,,,,,R,L,,,,,,490110.053.0,0,0,0,0,CU,Curveball,B
720419,2017-04-02,490110.0,53.0,4.0,2.0,1.0,CU,Curveball,X,76.4,8.0,single,hit_into_play,ground_ball,124.0,102.5,6.0,R,L,0.66,0.597,0.9,1.0,1.0,490110.053.0,0,0,0,0,FF,4-Seam Fastball,B
720418,2017-04-02,490110.0,54.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.7,11.0,,foul,,,,,L,L,,,,,,490110.054.0,0,0,0,0,,,
720417,2017-04-02,490110.0,54.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,93.7,4.0,field_out,hit_into_play,fly_ball,365.0,100.8,35.0,L,L,0.507,1.016,0.0,1.0,0.0,490110.054.0,0,0,0,0,FF,4-Seam Fastball,S
720416,2017-04-02,490110.0,55.0,1.0,0.0,0.0,FC,Cutter,X,90.5,5.0,single,hit_into_play,ground_ball,,90.3,-17.0,R,L,0.187,0.197,0.9,1.0,1.0,490110.055.0,0,0,0,0,,,
720415,2017-04-02,490110.0,56.0,1.0,0.0,0.0,FC,Cutter,X,86.4,6.0,field_out,hit_into_play,ground_ball,3.0,56.6,-41.0,R,L,0.087,0.078,0.0,1.0,0.0,490110.056.0,0,0,0,0,,,
720414,2017-04-02,490110.0,57.0,1.0,0.0,0.0,SL,Slider,S,83.9,14.0,,called_strike,,,,,R,R,,,,,,490110.057.0,0,0,0,0,,,
720413,2017-04-02,490110.0,57.0,2.0,0.0,1.0,SL,Slider,S,82.8,14.0,,swinging_strike,,,,,R,R,,,,,,490110.057.0,0,0,0,0,SL,Slider,S
720412,2017-04-02,490110.0,57.0,3.0,0.0,2.0,CU,Curveball,B,74.6,14.0,,ball,,,,,R,R,,,,,,490110.057.0,0,0,0,0,SL,Slider,S
720411,2017-04-02,490110.0,57.0,4.0,1.0,2.0,SL,Slider,B,84.6,14.0,,ball,,,,,R,R,,,,,,490110.057.0,0,0,0,0,CU,Curveball,B
720410,2017-04-02,490110.0,57.0,5.0,2.0,2.0,SL,Slider,S,85.4,12.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490110.057.0,0,0,0,0,SL,Slider,B
720409,2017-04-02,490110.0,58.0,1.0,0.0,0.0,SL,Slider,B,84.2,14.0,,ball,,,,,R,R,,,,,,490110.058.0,0,0,0,0,,,
720408,2017-04-02,490110.0,58.0,2.0,1.0,0.0,FF,4-Seam Fastball,B,90.2,12.0,,ball,,,,,R,R,,,,,,490110.058.0,0,0,0,0,SL,Slider,B
720407,2017-04-02,490110.0,58.0,3.0,2.0,0.0,SL,Slider,B,84.7,14.0,,ball,,,,,R,R,,,,,,490110.058.0,0,0,0,0,FF,4-Seam Fastball,B
720406,2017-04-02,490110.0,58.0,4.0,3.0,0.0,SI,Sinker,B,90.0,3.0,walk,ball,,,,,R,R,,,0.7,1.0,0.0,490110.058.0,0,0,0,0,SL,Slider,B
720405,2017-04-02,490110.0,59.0,1.0,0.0,0.0,SI,Sinker,S,90.0,4.0,,called_strike,,,,,L,R,,,,,,490110.059.0,0,0,0,0,,,
720404,2017-04-02,490110.0,59.0,2.0,0.0,1.0,CU,Curveball,X,75.1,7.0,single,hit_into_play,ground_ball,24.0,102.3,-3.0,L,R,0.447,0.421,0.9,1.0,1.0,490110.059.0,0,0,0,0,SI,Sinker,S
720403,2017-04-02,490110.0,60.0,1.0,0.0,0.0,SL,Slider,S,83.2,14.0,,swinging_strike,,,,,R,R,,,,,,490110.060.0,0,0,0,0,,,
720402,2017-04-02,490110.0,60.0,2.0,0.0,1.0,CH,Changeup,X,83.1,6.0,field_out,hit_into_play,line_drive,320.0,101.9,18.0,R,R,0.48,0.605,0.0,1.0,0.0,490110.060.0,0,0,0,0,SL,Slider,S
720401,2017-04-02,490110.0,61.0,1.0,0.0,0.0,SL,Slider,B,82.8,14.0,,ball,,,,,R,R,,,,,,490110.061.0,0,0,0,0,,,
720400,2017-04-02,490110.0,61.0,2.0,1.0,0.0,SI,Sinker,B,91.0,3.0,,ball,,,,,R,R,,,,,,490110.061.0,0,0,0,0,SL,Slider,B
720399,2017-04-02,490110.0,61.0,3.0,2.0,0.0,SL,Slider,S,84.0,6.0,,called_strike,,,,,R,R,,,,,,490110.061.0,0,0,0,0,SI,Sinker,B
720398,2017-04-02,490110.0,61.0,4.0,2.0,1.0,SL,Slider,S,82.2,9.0,,swinging_strike,,,,,R,R,,,,,,490110.061.0,0,0,0,0,SL,Slider,S
720397,2017-04-02,490110.0,61.0,5.0,2.0,2.0,FF,4-Seam Fastball,S,90.0,6.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490110.061.0,0,0,0,0,SL,Slider,S
720396,2017-04-02,490110.0,62.0,1.0,0.0,0.0,SL,Slider,B,82.3,14.0,,ball,,,,,R,R,,,,,,490110.062.0,0,0,0,0,,,
720395,2017-04-02,490110.0,62.0,2.0,1.0,0.0,FF,4-Seam Fastball,X,95.4,6.0,single,hit_into_play,line_drive,209.0,108.0,8.0,R,R,0.807,0.783,0.9,1.0,1.0,490110.062.0,0,0,0,0,SL,Slider,B
720394,2017-04-02,490110.0,63.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,92.9,14.0,,ball,,,,,R,R,,,,,,490110.063.0,0,0,0,0,,,
720393,2017-04-02,490110.0,63.0,2.0,1.0,0.0,FF,4-Seam Fastball,X,93.6,2.0,single,hit_into_play,ground_ball,121.0,98.6,5.0,R,R,0.54,0.498,0.9,1.0,1.0,490110.063.0,0,0,0,0,FF,4-Seam Fastball,B
720392,2017-04-02,490110.0,64.0,1.0,0.0,0.0,SL,Slider,S,81.2,4.0,,called_strike,,,,,R,R,,,,,,490110.064.0,0,0,0,0,,,
720391,2017-04-02,490110.0,64.0,2.0,0.0,1.0,SL,Slider,S,79.3,4.0,,called_strike,,,,,R,R,,,,,,490110.064.0,0,0,0,0,SL,Slider,S
720390,2017-04-02,490110.0,64.0,3.0,0.0,2.0,FF,4-Seam Fastball,B,94.0,14.0,,ball,,,,,R,R,,,,,,490110.064.0,0,0,0,0,SL,Slider,S
720389,2017-04-02,490110.0,64.0,4.0,1.0,2.0,SL,Slider,B,80.1,14.0,,ball,,,,,R,R,,,,,,490110.064.0,0,0,0,0,FF,4-Seam Fastball,B
720388,2017-04-02,490110.0,64.0,5.0,2.0,2.0,SI,Sinker,X,93.7,9.0,single,hit_into_play,ground_ball,5.0,78.9,-22.0,R,R,0.033,0.03,0.9,1.0,1.0,490110.064.0,0,0,0,0,SL,Slider,B
720387,2017-04-02,490110.0,65.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,89.6,13.0,,called_strike,,,,,L,L,,,,,,490110.065.0,0,0,0,0,,,
720386,2017-04-02,490110.0,65.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,89.9,13.0,,ball,,,,,L,L,,,,,,490110.065.0,0,0,0,0,FF,4-Seam Fastball,S
720385,2017-04-02,490110.0,65.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,90.4,13.0,,blocked_ball,,,,,L,L,,,,,,490110.065.0,0,0,0,0,FF,4-Seam Fastball,B
720384,2017-04-02,490110.0,65.0,4.0,2.0,1.0,FF,4-Seam Fastball,S,89.5,4.0,,foul,,,,,L,L,,,,,,490110.065.0,0,0,0,0,FF,4-Seam Fastball,B
720383,2017-04-02,490110.0,65.0,5.0,2.0,2.0,CU,Curveball,X,78.1,13.0,grounded_into_double_play,hit_into_play,ground_ball,16.0,85.1,-8.0,L,L,0.193,0.179,0.0,1.0,0.0,490110.065.0,0,0,0,0,FF,4-Seam Fastball,S
720382,2017-04-02,490110.0,66.0,1.0,0.0,0.0,SL,Slider,S,82.5,14.0,,swinging_strike,,,,,R,R,,,,,,490110.066.0,0,0,0,0,,,
720381,2017-04-02,490110.0,66.0,2.0,0.0,1.0,SL,Slider,S,81.9,14.0,,swinging_strike,,,,,R,R,,,,,,490110.066.0,0,0,0,0,SL,Slider,S
720380,2017-04-02,490110.0,66.0,3.0,0.0,2.0,SL,Slider,B,81.3,14.0,,blocked_ball,,,,,R,R,,,,,,490110.066.0,0,0,0,0,SL,Slider,S
720379,2017-04-02,490110.0,66.0,4.0,1.0,2.0,SI,Sinker,X,97.6,14.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,R,R,0.1,0.108,0.0,1.0,0.0,490110.066.0,0,0,0,0,SL,Slider,B
720378,2017-04-02,490110.0,67.0,1.0,0.0,0.0,SI,Sinker,S,90.9,1.0,,called_strike,,,,,L,R,,,,,,490110.067.0,0,0,0,0,,,
720377,2017-04-02,490110.0,67.0,2.0,0.0,1.0,CH,Changeup,B,81.0,13.0,,ball,,,,,L,R,,,,,,490110.067.0,0,0,0,0,SI,Sinker,S
720376,2017-04-02,490110.0,67.0,3.0,1.0,1.0,CH,Changeup,B,80.9,11.0,,ball,,,,,L,R,,,,,,490110.067.0,0,0,0,0,CH,Changeup,B
720375,2017-04-02,490110.0,67.0,4.0,2.0,1.0,CH,Changeup,B,81.0,11.0,,ball,,,,,L,R,,,,,,490110.067.0,0,0,0,0,CH,Changeup,B
720374,2017-04-02,490110.0,67.0,5.0,3.0,1.0,SI,Sinker,X,92.9,4.0,triple,hit_into_play,fly_ball,426.0,104.3,26.0,L,R,0.947,1.852,1.6,1.0,1.0,490110.067.0,0,0,0,0,CH,Changeup,B
720373,2017-04-02,490110.0,68.0,1.0,0.0,0.0,CH,Changeup,B,81.2,11.0,,ball,,,,,L,R,,,,,,490110.068.0,0,0,0,0,,,
720372,2017-04-02,490110.0,68.0,2.0,1.0,0.0,CH,Changeup,X,83.2,7.0,sac_fly,hit_into_play,line_drive,310.0,93.3,17.0,L,R,0.547,0.508,0.0,1.0,0.0,490110.068.0,0,0,0,0,CH,Changeup,B
720371,2017-04-02,490110.0,69.0,1.0,0.0,0.0,SI,Sinker,X,93.3,7.0,single,hit_into_play,ground_ball,4.0,86.1,-25.0,L,R,0.1,0.094,0.9,1.0,1.0,490110.069.0,0,0,0,0,,,
720370,2017-04-02,490110.0,70.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.8,14.0,,ball,,,,,L,R,,,,,,490110.070.0,0,0,0,0,,,
720369,2017-04-02,490110.0,70.0,2.0,1.0,0.0,SI,Sinker,S,93.9,9.0,,called_strike,,,,,L,R,,,,,,490110.070.0,0,0,0,0,FF,4-Seam Fastball,B
720368,2017-04-02,490110.0,70.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,93.8,14.0,,ball,,,,,L,R,,,,,,490110.070.0,0,0,0,0,SI,Sinker,S
720367,2017-04-02,490110.0,70.0,4.0,2.0,1.0,SI,Sinker,B,92.2,14.0,,ball,,,,,L,R,,,,,,490110.070.0,0,0,0,0,FF,4-Seam Fastball,B
720366,2017-04-02,490110.0,70.0,5.0,3.0,1.0,CH,Changeup,S,83.6,7.0,,swinging_strike,,,,,L,R,,,,,,490110.070.0,0,0,0,0,SI,Sinker,B
720365,2017-04-02,490110.0,70.0,6.0,3.0,2.0,CH,Changeup,S,83.2,13.0,,foul,,288.0,87.6,41.0,L,R,,,,,,490110.070.0,0,0,0,0,CH,Changeup,S
720364,2017-04-02,490110.0,70.0,7.0,3.0,2.0,FF,4-Seam Fastball,B,95.8,14.0,walk,ball,,,,,L,R,,,0.7,1.0,0.0,490110.070.0,0,0,0,0,CH,Changeup,S
720363,2017-04-02,490110.0,71.0,1.0,0.0,0.0,SI,Sinker,S,95.0,14.0,,called_strike,,,,,R,R,,,,,,490110.071.0,0,0,0,0,,,
720362,2017-04-02,490110.0,71.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,97.3,14.0,,ball,,,,,R,R,,,,,,490110.071.0,0,0,0,0,SI,Sinker,S
720361,2017-04-02,490110.0,71.0,3.0,1.0,1.0,SI,Sinker,B,95.1,14.0,,ball,,,,,R,R,,,,,,490110.071.0,0,0,0,0,FF,4-Seam Fastball,B
720360,2017-04-02,490110.0,71.0,4.0,2.0,1.0,SI,Sinker,S,95.1,9.0,,swinging_strike,,,,,R,R,,,,,,490110.071.0,0,0,0,0,SI,Sinker,B
720359,2017-04-02,490110.0,71.0,5.0,2.0,2.0,CH,Changeup,S,84.2,8.0,,foul,,1.0,54.6,-40.0,R,R,,,,,,490110.071.0,0,0,0,0,SI,Sinker,S
720358,2017-04-02,490110.0,71.0,6.0,2.0,2.0,SI,Sinker,S,96.1,5.0,,foul,,,,,R,R,,,,,,490110.071.0,0,0,0,0,CH,Changeup,S
720357,2017-04-02,490110.0,71.0,7.0,2.0,2.0,SI,Sinker,B,94.9,13.0,,ball,,,,,R,R,,,,,,490110.071.0,0,0,0,0,SI,Sinker,S
720356,2017-04-02,490110.0,71.0,8.0,3.0,2.0,FF,4-Seam Fastball,B,95.2,14.0,walk,ball,,,,,R,R,,,0.7,1.0,0.0,490110.071.0,0,0,0,0,SI,Sinker,B
720355,2017-04-02,490110.0,72.0,1.0,0.0,0.0,CH,Changeup,B,82.4,11.0,,ball,,,,,R,R,,,,,,490110.072.0,0,0,0,0,,,
720354,2017-04-02,490110.0,72.0,2.0,1.0,0.0,SI,Sinker,X,93.7,7.0,field_out,hit_into_play,fly_ball,231.0,93.6,57.0,R,R,0.013,0.012,0.0,1.0,0.0,490110.072.0,0,0,0,0,CH,Changeup,B
720353,2017-04-02,490110.0,73.0,1.0,0.0,0.0,CH,Changeup,S,82.4,2.0,,called_strike,,,,,L,R,,,,,,490110.073.0,0,0,0,0,,,
720352,2017-04-02,490110.0,73.0,2.0,0.0,1.0,CH,Changeup,S,83.2,13.0,,swinging_strike,,,,,L,R,,,,,,490110.073.0,0,0,0,0,CH,Changeup,S
720351,2017-04-02,490110.0,73.0,3.0,0.0,2.0,FF,4-Seam Fastball,B,95.2,12.0,,ball,,,,,L,R,,,,,,490110.073.0,0,0,0,0,CH,Changeup,S
720350,2017-04-02,490110.0,73.0,4.0,1.0,2.0,CH,Changeup,B,84.5,13.0,,ball,,,,,L,R,,,,,,490110.073.0,0,0,0,0,FF,4-Seam Fastball,B
720349,2017-04-02,490110.0,73.0,5.0,2.0,2.0,CH,Changeup,X,83.8,4.0,force_out,hit_into_play,ground_ball,,82.9,-21.0,L,R,0.1,0.108,0.0,1.0,0.0,490110.073.0,0,0,0,0,CH,Changeup,B
720348,2017-04-02,490110.0,74.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.9,9.0,,called_strike,,,,,R,R,,,,,,490110.074.0,0,0,0,0,,,
720347,2017-04-02,490110.0,74.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,92.5,14.0,,ball,,,,,R,R,,,,,,490110.074.0,0,0,0,0,FF,4-Seam Fastball,S
720346,2017-04-02,490110.0,74.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,92.3,6.0,,swinging_strike,,,,,R,R,,,,,,490110.074.0,0,0,0,0,FF,4-Seam Fastball,B
720345,2017-04-02,490110.0,74.0,4.0,1.0,2.0,KC,Knuckle Curve,B,82.2,14.0,,ball,,,,,R,R,,,,,,490110.074.0,0,0,0,0,FF,4-Seam Fastball,S
720344,2017-04-02,490110.0,74.0,5.0,2.0,2.0,KC,Knuckle Curve,S,81.9,13.0,,foul,,,,,R,R,,,,,,490110.074.0,0,0,0,0,KC,Knuckle Curve,B
720343,2017-04-02,490110.0,74.0,6.0,2.0,2.0,FF,4-Seam Fastball,B,93.7,14.0,,ball,,,,,R,R,,,,,,490110.074.0,0,0,0,0,KC,Knuckle Curve,S
720342,2017-04-02,490110.0,74.0,7.0,3.0,2.0,FF,4-Seam Fastball,S,93.8,4.0,strikeout,foul_tip,,,,,R,R,,,0.0,1.0,0.0,490110.074.0,0,0,0,0,FF,4-Seam Fastball,B
720341,2017-04-02,490110.0,75.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,92.9,5.0,field_out,hit_into_play,ground_ball,24.0,107.3,-5.0,L,R,0.38,0.353,0.0,1.0,0.0,490110.075.0,0,0,0,0,,,
720340,2017-04-02,490110.0,76.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,93.6,5.0,double,hit_into_play,line_drive,228.0,109.5,9.0,R,R,0.84,0.825,1.25,1.0,1.0,490110.076.0,0,0,0,0,,,
720339,2017-04-02,490110.0,77.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.3,9.0,,called_strike,,,,,L,R,,,,,,490110.077.0,0,0,0,0,,,
720338,2017-04-02,490110.0,77.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,93.4,6.0,single,hit_into_play,line_drive,246.0,87.6,18.0,L,R,0.633,0.601,0.9,1.0,1.0,490110.077.0,0,0,0,0,FF,4-Seam Fastball,S
720337,2017-04-02,490110.0,78.0,1.0,0.0,0.0,KC,Knuckle Curve,B,81.7,14.0,,blocked_ball,,,,,R,R,,,,,,490110.078.0,0,0,0,0,,,
720336,2017-04-02,490110.0,78.0,2.0,1.0,0.0,KC,Knuckle Curve,B,80.8,14.0,,ball,,,,,R,R,,,,,,490110.078.0,0,0,0,0,KC,Knuckle Curve,B
720335,2017-04-02,490110.0,78.0,3.0,2.0,0.0,FF,4-Seam Fastball,X,91.9,6.0,single,hit_into_play,ground_ball,8.0,95.1,-19.0,R,R,0.173,0.156,0.9,1.0,1.0,490110.078.0,0,0,0,0,KC,Knuckle Curve,B
720334,2017-04-02,490110.0,79.0,1.0,0.0,0.0,KC,Knuckle Curve,S,80.8,5.0,,called_strike,,,,,R,R,,,,,,490110.079.0,0,0,0,0,,,
720333,2017-04-02,490110.0,79.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,91.7,6.0,,called_strike,,,,,R,R,,,,,,490110.079.0,0,0,0,0,KC,Knuckle Curve,S
720332,2017-04-02,490110.0,79.0,3.0,0.0,2.0,KC,Knuckle Curve,B,80.5,14.0,,blocked_ball,,,,,R,R,,,,,,490110.079.0,0,0,0,0,FF,4-Seam Fastball,S
720331,2017-04-02,490110.0,79.0,4.0,1.0,2.0,FF,4-Seam Fastball,X,92.1,4.0,single,hit_into_play,line_drive,208.0,78.8,20.0,R,R,0.853,0.779,0.9,1.0,1.0,490110.079.0,0,0,0,0,KC,Knuckle Curve,B
720330,2017-04-03,490098.0,1.0,1.0,0.0,0.0,SI,Sinker,S,97.4,5.0,,foul,,157.0,76.6,21.0,L,R,,,,,,490098.01.0,0,0,0,0,,,
720329,2017-04-03,490098.0,1.0,2.0,0.0,1.0,SI,Sinker,S,97.4,13.0,,foul,,160.0,74.0,21.0,L,R,,,,,,490098.01.0,0,0,0,0,SI,Sinker,S
720328,2017-04-03,490098.0,1.0,3.0,0.0,2.0,SL,Slider,S,92.5,14.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490098.01.0,0,0,0,0,SI,Sinker,S
720327,2017-04-03,490098.0,2.0,1.0,0.0,0.0,SI,Sinker,B,98.8,13.0,,ball,,,,,R,R,,,,,,490098.02.0,0,0,0,0,,,
720326,2017-04-03,490098.0,2.0,2.0,1.0,0.0,SI,Sinker,X,98.3,4.0,field_out,hit_into_play,ground_ball,6.0,72.5,-24.0,R,R,0.067,0.074,0.0,1.0,0.0,490098.02.0,0,0,0,0,SI,Sinker,B
720325,2017-04-03,490098.0,3.0,1.0,0.0,0.0,CH,Changeup,B,90.2,13.0,,ball,,,,,L,R,,,,,,490098.03.0,0,0,0,0,,,
720324,2017-04-03,490098.0,3.0,2.0,1.0,0.0,SI,Sinker,X,97.9,7.0,field_out,hit_into_play,fly_ball,275.0,81.2,39.0,L,R,0.0,0.0,0.0,1.0,0.0,490098.03.0,0,0,0,0,CH,Changeup,B
720323,2017-04-03,490098.0,4.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,88.6,11.0,,called_strike,,,,,L,R,,,,,,490098.04.0,0,0,0,0,,,
720322,2017-04-03,490098.0,4.0,2.0,0.0,1.0,SI,Sinker,S,87.2,7.0,,foul,,149.0,63.3,61.0,L,R,,,,,,490098.04.0,0,0,0,0,FF,4-Seam Fastball,S
720321,2017-04-03,490098.0,4.0,3.0,0.0,2.0,SL,Slider,B,79.5,14.0,,ball,,,,,L,R,,,,,,490098.04.0,0,0,0,0,SI,Sinker,S
720320,2017-04-03,490098.0,4.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,91.3,2.0,,foul,,,,,L,R,,,,,,490098.04.0,0,0,0,0,SL,Slider,B
720319,2017-04-03,490098.0,4.0,5.0,1.0,2.0,FF,4-Seam Fastball,S,90.5,1.0,,foul,,,,,L,R,,,,,,490098.04.0,0,0,0,0,FF,4-Seam Fastball,S
720318,2017-04-03,490098.0,4.0,6.0,1.0,2.0,FF,4-Seam Fastball,S,91.8,11.0,strikeout,called_strike,,,,,L,R,,,0.0,1.0,0.0,490098.04.0,0,0,0,0,FF,4-Seam Fastball,S
720317,2017-04-03,490098.0,5.0,1.0,0.0,0.0,SI,Sinker,X,89.3,8.0,single,hit_into_play,line_drive,203.0,85.7,16.0,L,R,0.893,0.835,0.9,1.0,1.0,490098.05.0,0,0,0,0,,,
720316,2017-04-03,490098.0,6.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,90.6,6.0,,called_strike,,,,,R,R,,,,,,490098.06.0,0,0,0,0,,,
720315,2017-04-03,490098.0,6.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,90.3,7.0,,swinging_strike,,,,,R,R,,,,,,490098.06.0,0,0,0,0,FF,4-Seam Fastball,S
720314,2017-04-03,490098.0,6.0,3.0,0.0,2.0,FF,4-Seam Fastball,B,90.2,14.0,,ball,,,,,R,R,,,,,,490098.06.0,0,0,0,0,FF,4-Seam Fastball,S
720313,2017-04-03,490098.0,6.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,91.3,14.0,,foul,,188.0,69.4,39.0,R,R,,,,,,490098.06.0,0,0,0,0,FF,4-Seam Fastball,B
720312,2017-04-03,490098.0,6.0,5.0,1.0,2.0,FF,4-Seam Fastball,B,92.2,1.0,,ball,,,,,R,R,,,,,,490098.06.0,0,0,0,0,FF,4-Seam Fastball,S
720311,2017-04-03,490098.0,6.0,6.0,2.0,2.0,FF,4-Seam Fastball,B,91.6,11.0,,ball,,,,,R,R,,,,,,490098.06.0,0,0,0,0,FF,4-Seam Fastball,B
720310,2017-04-03,490098.0,6.0,7.0,3.0,2.0,SL,Slider,S,80.0,14.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490098.06.0,0,0,0,0,FF,4-Seam Fastball,B
720309,2017-04-03,490098.0,7.0,1.0,0.0,0.0,CU,Curveball,S,69.9,9.0,,called_strike,,,,,L,R,,,,,,490098.07.0,0,0,0,0,,,
720308,2017-04-03,490098.0,7.0,2.0,0.0,1.0,CH,Changeup,S,81.3,4.0,,called_strike,,,,,L,R,,,,,,490098.07.0,0,0,0,0,CU,Curveball,S
720307,2017-04-03,490098.0,7.0,3.0,0.0,2.0,FF,4-Seam Fastball,B,90.6,12.0,,ball,,,,,L,R,,,,,,490098.07.0,0,0,0,0,CH,Changeup,S
