,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
75,2932,FC,2017-06-27,94.6,-2.81,5.91,"Shaw, Bryan",435063.0,543766.0,strikeout,swinging_strike,,,,,11.0,Mike Napoli strikes out swinging.,R,R,R,CLE,TEX,S,2.0,,1.0,2.0,2017.0,0.59,0.85,-0.48,3.35,,,,2.0,7.0,Top,,,,,543228.0,,,4.7404934645135,-137.37417434337,-2.81925952248196,6.30928411579467,27.0316554229782,-21.2815149060508,3.11,1.29,,,,93.4,2486.0,5.4,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.06,,,0.0,1.0,0.0,0.0,,45.0,4.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,142.0,0.019,-0.073
76,2997,SL,2017-06-27,81.5,-2.9,5.88,"Shaw, Bryan",435063.0,543766.0,,called_strike,,,,,7.0,Mike Napoli strikes out swinging.,R,R,R,CLE,TEX,S,,,1.0,1.0,2017.0,1.21,-0.81,-0.47,1.67,,,,2.0,7.0,Top,,,,,543228.0,,,3.16947823987818,-118.209710352931,-1.31592255918002,10.0081908259028,24.1224878034917,-39.3747008084337,3.37,1.6,,,,78.7,2643.0,4.7,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.81,,,,,,,,45.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,51.0,0.0,-0.029
77,3093,FC,2017-06-27,93.7,-2.79,5.84,"Shaw, Bryan",435063.0,543766.0,,ball,,,,,14.0,Mike Napoli strikes out swinging.,R,R,R,CLE,TEX,B,,,0.0,1.0,2017.0,0.47,0.69,0.94,1.55,,,,2.0,7.0,Top,,,,,543228.0,,,8.49673208029712,-135.79865882865,-6.70371931861716,3.97103154210948,26.7347311017385,-22.775249224431,3.41,1.56,,,,92.3,2435.0,5.5,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.03,,,,,,,,45.0,2.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,141.0,0.0,0.014
78,3252,FC,2017-06-27,94.4,-2.85,5.75,"Shaw, Bryan",435063.0,543766.0,,foul,,,,,3.0,Mike Napoli strikes out swinging.,R,R,R,CLE,TEX,S,,,0.0,0.0,2017.0,0.36,0.59,0.44,2.87,,,,2.0,7.0,Top,,,,,543228.0,,,7.64089432360252,-137.121639884027,-3.09797302173825,3.07978538558546,24.8965803386794,-24.4735227721582,3.11,1.29,348.0,102.0,44.0,93.5,2487.0,5.5,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.02,,,,,,,,45.0,1.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,144.0,0.0,-0.018
79,3393,SL,2017-06-27,79.8,-2.76,5.95,"Shaw, Bryan",608577.0,543766.0,strikeout,called_strike,,,,,13.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,S,2.0,,2.0,2.0,2017.0,1.05,-0.75,-0.89,1.72,,,,1.0,7.0,Top,,,,,543228.0,,,2.21190411775419,-115.80592606411,-1.16841348988533,8.47134274099516,22.5909027842788,-38.6487995251141,3.39,1.55,,,,77.4,2618.0,4.8,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.7,,,0.0,1.0,0.0,0.0,,44.0,7.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,49.0,0.028,-0.152
80,3489,FC,2017-06-27,93.8,-2.94,6.02,"Shaw, Bryan",608577.0,543766.0,,ball,,,,,11.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,B,,,1.0,2.0,2017.0,0.21,0.95,-0.98,4.0,,,,1.0,7.0,Top,,,,,543228.0,,,4.53110046973826,-136.319360849819,-1.52328174763687,1.64370144872952,25.5394105579966,-20.6645156648256,3.4,1.57,,,,92.3,2380.0,5.1,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.35,,,,,,,,44.0,6.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,166.0,0.0,0.031
81,3573,FC,2017-06-27,94.9,-2.93,5.86,"Shaw, Bryan",608577.0,543766.0,,foul,,,,,2.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,S,,,1.0,2.0,2017.0,0.22,0.86,-0.13,2.9,,,,1.0,7.0,Top,,,,,543228.0,,,6.73459143128116,-137.876609317794,-3.93569117045829,1.50204882742416,26.7824240233536,-20.8845482898365,3.26,1.45,146.0,73.1,13.0,94.1,2391.0,5.6,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.87,,,,,,,,44.0,5.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,163.0,0.0,0.0
82,3670,FC,2017-06-27,94.3,-3.03,5.73,"Shaw, Bryan",608577.0,543766.0,,foul,,,,,3.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,S,,,1.0,2.0,2017.0,0.14,0.72,0.32,3.0,,,,1.0,7.0,Top,,,,,543228.0,,,8.26386282991925,-136.935434804463,-2.98132866516645,0.203555682495781,24.4649494994003,-22.9574361643357,3.26,1.45,17.0,46.8,-7.0,93.3,2442.0,5.4,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.11,,,,,,,,44.0,4.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,168.0,0.0,0.0
83,3836,FC,2017-06-27,94.4,-3.1,5.85,"Shaw, Bryan",608577.0,543766.0,,foul,,,,,5.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,S,,,1.0,1.0,2017.0,0.3,0.96,-0.12,2.51,,,,1.0,7.0,Top,,,,,543228.0,,,6.97455583190372,-137.027761655731,-5.03438571433988,2.42220426957092,26.067453084531,-19.5353626055134,3.26,1.45,,,,93.4,2492.0,5.5,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.95,,,,,,,,44.0,3.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,161.0,0.0,-0.045
84,3972,FC,2017-06-27,93.2,-3.2,5.85,"Shaw, Bryan",608577.0,543766.0,,foul,,,,,2.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,S,,,1.0,0.0,2017.0,0.25,1.03,0.15,2.75,,,,1.0,7.0,Top,,,,,543228.0,,,7.9042768226226,-135.286878491415,-4.34553978537858,1.44295257616324,25.76224064431,-19.2608463631053,3.26,1.45,,,,91.8,2568.0,5.3,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.23,,,,,,,,44.0,2.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,165.0,0.0,-0.032
85,4079,FC,2017-06-27,95.1,-3.04,5.82,"Shaw, Bryan",608577.0,543766.0,,ball,,,,,13.0,Nomar Mazara called out on strikes.,R,L,R,CLE,TEX,B,,,0.0,0.0,2017.0,0.25,1.26,-0.06,1.11,,,,1.0,7.0,Top,,,,,543228.0,,,7.13159048180776,-137.925782626965,-9.27234752829103,1.82479765009082,25.7629139537327,-14.9121318936714,3.44,1.63,,,,93.9,2527.0,5.4,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.08,,,,,,,,44.0,1.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,168.0,0.0,0.026
86,4202,FC,2017-06-27,93.4,-2.91,5.88,"Shaw, Bryan",134181.0,543766.0,field_out,hit_into_play,,,,,4.0,Adrian Beltre pops out to first baseman Carlos Santana.,R,R,R,CLE,TEX,X,3.0,popup,1.0,1.0,2017.0,0.37,1.19,-0.34,2.28,,,,0.0,7.0,Top,155.77,161.96,,,543228.0,,,5.69904439658548,-135.539388439739,-5.95513235503655,3.39115545732661,25.8085611097318,-16.9467984408998,3.43,1.49,,80.0,69.0,92.0,2524.0,5.3,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.17,0.0,0.0,0.0,1.0,0.0,0.0,3.0,43.0,3.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,161.0,0.039,-0.235
87,4304,FC,2017-06-27,92.2,-2.9,5.83,"Shaw, Bryan",134181.0,543766.0,,swinging_strike,,,,,14.0,Adrian Beltre pops out to first baseman Carlos Santana.,R,R,R,CLE,TEX,S,,,1.0,0.0,2017.0,0.44,0.78,1.06,1.46,,,,0.0,7.0,Top,,,,,543228.0,,,8.94371004063596,-133.725239089702,-6.84654767501156,3.59963296755611,24.0601909420149,-21.9557210745593,3.43,1.49,,,,91.0,2552.0,5.4,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.12,,,,,,,,43.0,2.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,147.0,0.0,-0.046
88,4451,FC,2017-06-27,93.8,-2.96,6.01,"Shaw, Bryan",134181.0,543766.0,,ball,,,,,12.0,Adrian Beltre pops out to first baseman Carlos Santana.,R,R,R,CLE,TEX,B,,,0.0,0.0,2017.0,0.37,1.19,1.04,2.86,,,,0.0,7.0,Top,,,,,543228.0,,,9.33614412263531,-135.992029659935,-4.85953212494377,2.74027860166336,24.8393968164802,-17.1695471307478,3.74,1.66,,,,92.4,2559.0,5.3,491264.0,543766.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,55.23,,,,,,,,43.0,1.0,Cutter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,161.0,0.0,0.036
89,91,FF,2017-06-27,88.6,-1.72,6.62,"Ross, Tyson",488726.0,475115.0,strikeout,swinging_strike,,,,,9.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,S,2.0,,3.0,2.0,2017.0,0.05,0.56,0.6,1.75,,,,2.0,6.0,Bot,,,,,455139.0,,,5.47018975873981,-128.563591478216,-6.88211263274575,-0.475471094859469,24.1752840054079,-25.0025296703157,3.29,1.38,,,,87.5,2536.0,5.6,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.94,,,0.0,1.0,0.0,0.0,,42.0,6.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,173.0,-0.017,-0.124
90,106,SL,2017-06-27,86.0,-1.51,6.68,"Ross, Tyson",488726.0,475115.0,,ball,,,,,14.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,B,,,2.0,2.0,2017.0,0.36,0.41,1.26,2.28,,,,2.0,6.0,Bot,,,,,455139.0,,,5.76398272228075,-124.650669720402,-4.82961110399494,2.36455562146954,26.2958546360992,-27.3041221461923,3.58,1.6,,,,84.0,2489.0,5.3,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.21,,,,,,,,42.0,5.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,126.0,0.0,0.035
91,126,SL,2017-06-27,83.1,-1.64,6.66,"Ross, Tyson",488726.0,475115.0,,swinging_strike_blocked,,,,,14.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,S,,,2.0,1.0,2017.0,0.22,0.22,0.34,0.72,,,,2.0,6.0,Bot,,,,,455139.0,,,4.01967793279248,-120.58913676051,-7.40283117510533,1.39652402458713,21.1078379560411,-29.0902222355385,3.29,1.38,,,,81.5,2473.0,5.2,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.33,,,,,,,,42.0,4.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,111.0,0.0,-0.033
92,137,FF,2017-06-27,91.0,-1.7,6.65,"Ross, Tyson",488726.0,475115.0,,ball,,,,,14.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,B,,,1.0,1.0,2017.0,-0.48,0.98,0.62,0.77,,,,2.0,6.0,Bot,,,,,455139.0,,,6.68311938953675,-131.777011818935,-10.6752897183338,-6.73365306518319,24.8962535805495,-19.231831882859,3.59,1.56,,,,89.7,2505.0,5.5,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.98,,,,,,,,42.0,3.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,209.0,0.0,0.02
93,149,SL,2017-06-27,84.7,-1.76,6.69,"Ross, Tyson",488726.0,475115.0,,called_strike,,,,,11.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,S,,,1.0,0.0,2017.0,0.53,0.51,-0.86,3.22,,,,2.0,6.0,Bot,,,,,455139.0,,,1.07302736223044,-123.00407601559,-2.70685254231282,4.96089655513874,24.0229921486399,-26.8759034124523,3.64,1.53,,,,83.1,2501.0,5.3,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.22,,,,,,,,42.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,124.0,0.0,-0.022
94,183,SL,2017-06-27,82.4,-1.66,6.73,"Ross, Tyson",488726.0,475115.0,,ball,,,,,14.0,Michael Brantley strikes out swinging.,R,L,R,CLE,TEX,B,,,0.0,0.0,2017.0,0.28,0.14,0.89,0.45,,,,2.0,6.0,Bot,,,,,455139.0,,,5.15079698825038,-119.569834443149,-7.88901829652513,1.73394858797571,20.1477841081692,-29.7714708805241,3.55,1.47,,,,81.0,2581.0,5.2,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.32,,,,,,,,42.0,1.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,92.0,0.0,0.018
95,202,SL,2017-06-27,87.7,-1.52,6.71,"Ross, Tyson",596019.0,475115.0,strikeout,swinging_strike,,,,,12.0,Francisco Lindor strikes out swinging.,R,L,R,CLE,TEX,S,2.0,,2.0,2.0,2017.0,0.1,0.94,1.38,2.35,,,,1.0,6.0,Bot,,,,,455139.0,,,6.73474886977844,-127.253634843644,-6.22908070979758,-0.203544417381893,23.4304889639585,-21.2533703138192,3.12,1.39,,,,86.8,2556.0,5.6,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.86,,,0.0,1.0,0.0,0.0,,41.0,5.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,173.0,-0.024,-0.152
96,217,FF,2017-06-27,89.8,-1.74,6.7,"Ross, Tyson",596019.0,475115.0,,foul,,,,,3.0,Francisco Lindor strikes out swinging.,R,L,R,CLE,TEX,S,,,2.0,1.0,2017.0,-0.4,1.26,0.76,3.05,,,,1.0,6.0,Bot,,,,,455139.0,,,6.90169161150747,-130.312785459734,-5.61657922306534,-5.79313462617223,23.3738953138909,-17.2180828316061,3.12,1.39,176.0,68.6,33.0,89.1,2588.0,5.7,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.82,,,,,,,,41.0,4.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,199.0,0.0,-0.052
97,255,FF,2017-06-27,89.6,-1.63,6.7,"Ross, Tyson",596019.0,475115.0,,foul,,,,,12.0,Francisco Lindor strikes out swinging.,R,L,R,CLE,TEX,S,,,2.0,0.0,2017.0,0.0,1.45,0.99,2.76,,,,1.0,6.0,Bot,,,,,455139.0,,,6.35977764711658,-129.921856364617,-6.59259875441601,-1.29651164786236,26.262360290375,-15.0710011626585,3.12,1.39,306.0,93.2,25.0,88.3,2596.0,5.6,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.9,,,,,,,,41.0,3.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,180.0,0.0,-0.039
98,274,SL,2017-06-27,82.6,-1.7,6.62,"Ross, Tyson",596019.0,475115.0,,ball,,,,,11.0,Francisco Lindor strikes out swinging.,R,L,R,CLE,TEX,B,,,1.0,0.0,2017.0,0.33,0.35,-1.71,2.75,,,,1.0,6.0,Bot,,,,,455139.0,,,-0.622539299355787,-120.011435721097,-2.97931285514607,3.1596909832252,20.7917732535716,-28.6245234253189,3.26,1.49,,,,81.3,2533.0,5.2,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.28,,,,,,,,41.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,122.0,0.0,0.046
99,303,SL,2017-06-27,83.8,-1.77,6.68,"Ross, Tyson",596019.0,475115.0,,ball,,,,,14.0,Francisco Lindor strikes out swinging.,R,L,R,CLE,TEX,B,,,0.0,0.0,2017.0,0.56,0.3,0.92,0.82,,,,1.0,6.0,Bot,,,,,455139.0,,,5.02329774395989,-121.457587966743,-7.51693257453038,4.40616095612105,22.7265224988512,-28.1746463750736,3.25,1.57,,,,82.0,2599.0,5.2,491264.0,475115.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.3,,,,,,,,41.0,1.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,106.0,0.0,0.026
